tweet,sentiment,date,weekday,hour,followers,description
friday 1st march 2019 i made a etransfer of  35000 from a zenith,1,2019-03-11 08:29:51,0.0,8.0,328.0,geophysicist blogger online entrepreneur business guru family man  a follower of christ
hmm  maybe their server was down overnight,1,2019-03-11 08:12:44,0.0,8.0,142.0,creativepreneur born a creative  animation  calligrapher  crafter  paper engineering  blogger  founder  studios  wearenigeriancreatives
,0,2019-03-11 08:03:54,0.0,8.0,512.0,mushintotheworl is a movement with the sole aim of reengineering the youth on  environment  education   peace   constitutionalreforms
please how can i unlock my access bank mobile app,1,2019-03-11 07:58:31,0.0,7.0,16.0,
how can i transfer money into my account last night and by this morning it shouldnt be there yet you have no reco,1,2019-03-11 07:56:25,0.0,7.0,244.0,grateful to god my mum did great and thankful to life for teaching me hard
the fact that i had to borrow money to go to work today because your system isnt working is too bad,1,2019-03-11 07:55:01,0.0,7.0,244.0,grateful to god my mum did great and thankful to life for teaching me hard
i have been frustrated by your services twice in 2 days now i truly regret banking with you,1,2019-03-11 07:54:01,0.0,7.0,244.0,grateful to god my mum did great and thankful to life for teaching me hard
your responses are taking forever called your contact center you guys were just putting me on hold,1,2019-03-11 07:43:29,0.0,7.0,59.0,a
,0,2019-03-11 07:05:34,0.0,7.0,50.0,am a christian born in nigeria and i  love my  country
access bank  give me my credit  give me oo,1,2019-03-11 05:49:33,0.0,5.0,629.0,mama business pageuniversal plug
please provide your account number transaction date and amount via direct message to,0,2019-03-11 01:56:18,0.0,1.0,952805.0,welcome to zenith banks official twitter page here you can expect to get the latest information on our financial products and services
hello world so heres the teaser submission to my film    acceleratetv  acceleratetv,0,2019-03-11 00:55:43,0.0,0.0,874.0,grew up into my conscious years wanting to be a physician   winner film lover art addict workaholic instagram
it was an interbank transfer to  the usual transfer charge i know is n65,0,2019-03-11 00:28:12,0.0,0.0,1062.0,mech engr   student leader  digital marketer  sen   dos   cofounder
good morning i have an issue with my account which i need to resolve as soon as possible but there,0,2019-03-11 00:03:39,0.0,0.0,521.0,dont let life discourage you everyone who got where he is had to begin where he was godgotme ig
,0,2019-03-10 23:26:18,6.0,23.0,512.0,mushintotheworl is a movement with the sole aim of reengineering the youth on  environment  education   peace   constitutionalreforms
please i need urgent assistance right now very urgent,0,2019-03-10 23:10:56,6.0,23.0,433.0,founder noxiae nigeria
super grateful to god for all opportunities he brings my way i look forward to moderating the panel discussion,0,2019-03-10 22:46:46,6.0,22.0,3089.0,africas wealth connoisseur  author of the richer  woman do it afraid  queen cohost the heart of the matter
super grateful to god for all opportunities he brings my way i look forward to moderating the panel discussion,0,2019-03-10 22:46:45,6.0,22.0,3089.0,africas wealth connoisseur  author of the richer  woman do it afraid  queen cohost the heart of the matter
,0,2019-03-10 22:35:16,6.0,22.0,426.0,dont feel too important because the world population increase everyday you can be replace
i bought treasury bills in december 2018 and up till now i dont know when my money is,1,2019-03-10 22:00:42,6.0,22.0,35.0,simplecool and fun to be with
dear   follow back please i have a dm for you thank you,0,2019-03-10 20:42:39,6.0,20.0,496.0,my life revolves around three major areas my faith academics and debate
access bank  please lets respect ourselves this night just give me my credit,0,2019-03-10 20:34:23,6.0,20.0,629.0,mama business pageuniversal plug
,0,2019-03-10 20:14:30,6.0,20.0,96.0,say no to toxic thottery
my god i hate,0,2019-03-10 20:08:38,6.0,20.0,1725.0,filmmaker video director accountant lover of books ac milan
d iwd poseu look good,0,2019-03-10 19:58:25,6.0,19.0,25.0,when people are at peace with one another
i cannot log into access mobile app on my new phone,1,2019-03-10 19:48:53,6.0,19.0,112.0,an ambassador of christ and a public servant
do  now charge for credit alert  money was deducted from my account unduly today,1,2019-03-10 19:01:05,6.0,19.0,1288.0,practising chemical engineer content writer home academic tutor volunteer  tolu foundation love politics  writer  +2347033679990
that not true  in the last one month i have had three issues with diamond b,1,2019-03-10 17:23:36,6.0,17.0,21.0,
have called your customer service almost 8mins it was not picked by any agent,1,2019-03-10 17:23:34,6.0,17.0,274.0,programmerdigital marketer studied computer science and base in lagos  mufc
kindly assist urgently,0,2019-03-10 17:22:14,6.0,17.0,274.0,programmerdigital marketer studied computer science and base in lagos  mufc
hello been trying to use your ussd since yesterday for transfer it not going tru was told failed kindly assist urgently,1,2019-03-10 17:14:25,6.0,17.0,274.0,programmerdigital marketer studied computer science and base in lagos  mufc
pls how can i block my atm card  my phone n atm card was stolen,0,2019-03-10 16:56:15,6.0,16.0,3.0,
those people are one kind but am happy they ar,0,2019-03-10 16:53:46,6.0,16.0,203.0,having  an angst towards becoming  a positive  iconic  exclusively stunning guy owner of ig
you welcome,0,2019-03-10 16:25:13,6.0,16.0,247.0,gentleman to infinity  software developer  engineer  entrepreneur  dog lover  big dreamer  full time achiever
you better visit their branch as their handle is useless,1,2019-03-10 16:13:43,6.0,16.0,759.0,teamoluwaisinvolved  teamarsenal  teamscorpio  teamselfmade  datisokoboi  teamdagrinliveson
you can not just wake up one day and debit someone  better refund me back my money,1,2019-03-10 15:36:16,6.0,15.0,1043.0,southeast media boy follow us on instagram
got me covered,0,2019-03-10 14:56:16,6.0,14.0,1079.0,agronomist photo retoucher  beauty retoucher whatsapp  08106024934 mail damikay007comff on ig  i love jesus  manchester united
i was debited yesterday in my attempt to deposit money into my bet9ia account  but my bet9ja account wasnt credited,1,2019-03-10 14:22:31,6.0,14.0,0.0,im a reflection of the community
my account was debited of 4000 naira  on march 8th at about 7pm using pos no reversal has been made please help,1,2019-03-10 14:01:33,6.0,14.0,548.0,pharmacist  omo ekiti to kwaliti  future wife  future mum  proud celestial member
please reverse the  debit made against my account l already sent a screenshot of the tr,1,2019-03-10 13:09:00,6.0,13.0,81.0,scribbler  thinkerlover of arts passionate christian
please find a way to email cbn nd report accessbank they will refund you in hours,1,2019-03-10 12:46:07,6.0,12.0,1205.0,voice on radio  drama queen xena  warrior princess i am not a nigerian feminist thank you ig  naomicrystal1 crystalokorocom
nigerian mentality on this reply,0,2019-03-10 11:43:42,6.0,11.0,2282.0,i tweet therefore i am  unapologetic idealist  philosopher  policy maker  my head is full of ideas
im telling you,0,2019-03-10 11:42:57,6.0,11.0,5287.0,chemist laboratory technologistfoodiecook aquarius focused young lady
these dere emerging with diamond bank would bring about alot of pay,0,2019-03-10 11:37:58,6.0,11.0,734.0,62 skeptic  i am pregnant wit drms and my drms are pregnant wit me wen my water breaks i will break waters and birth a new sun
i requested for an atm card at the dugbe branch last week friday and i was debited,1,2019-03-10 11:34:12,6.0,11.0,68.0,
access bank starting to misbehave,1,2019-03-10 11:33:25,6.0,11.0,5287.0,chemist laboratory technologistfoodiecook aquarius focused young lady
laughs in my transaction with  and,0,2019-03-10 10:44:03,6.0,10.0,5853.0,i am the esquire my word is law
hello i transferred some funds from my fbn acct to  acct i opened the app now it didnt reflect,1,2019-03-10 10:22:10,6.0,10.0,2288.0,directorate of police educationnigeria police force  nextlevel advocate   liverpoolfc  rccg versatility counts  nextlevel
lol big girl,0,2019-03-10 10:19:55,6.0,10.0,2444.0,a guy manager to  12 unet wizkidin crooner really retarded im a sadist plus im an asshole  contact  unetunet75com
it will refunded after 12 working days,0,2019-03-10 10:16:22,6.0,10.0,1223.0,goggle certified digital marketing skills can do copywriting n social media m it and media enthusiast writer and sport analyst graduate of oau n nba ikeja
so i booked a flight with  on friday and i was charged and debited 4 times for that single flight from,1,2019-03-10 10:10:34,6.0,10.0,6379.0,half akwaibom half yoruba it girl crime  investigation lover afc i zig when the world expects me to zag
hello,0,2019-03-10 09:47:53,6.0,9.0,67.0,
you are the reason the bank went under,0,2019-03-10 09:12:43,6.0,9.0,96.0,
if i say thunder go sama una pple go dey vexi initiated a transactn ystrday which failedtill this m,0,2019-03-10 08:51:29,6.0,8.0,1382.0,agentclamouring for a world where every1 will is treated equally regardless of racegenderclassreligionarsenal
its been 72 hrs since i lodged a complaint with  without resolution pls check dm an,1,2019-03-10 06:59:52,6.0,6.0,283.0,
please give me back my money you cant just wake up and decide to rub someone overnight,1,2019-03-10 05:58:47,6.0,5.0,1043.0,southeast media boy follow us on instagram
i would like to block my debit cards asap please,1,2019-03-10 01:24:28,6.0,1.0,245.0,cant live hustle for long coz the game needs me  arsenal
please can i be employed at your bank,0,2019-03-10 00:11:26,6.0,0.0,7.0,simple and
please i need a refund on thisthe transaction was declined and i was debited i am,1,2019-03-09 21:16:49,5.0,21.0,9.0,music international music international entertainment
phenomenal woman phenomenally,0,2019-03-09 21:05:22,5.0,21.0,84.0,i was here
i changed my phone and my mobile app giving me issues to log in and your bank is very far from my loc,1,2019-03-09 18:31:40,5.0,18.0,96.0,technology advance movement entrepreneur christian doing my best to be positive to affect life
i just made a transaction of   475 on my jumia appi was debited but the the transaction was failedfemi akinola0773018633,0,2019-03-09 18:27:43,5.0,18.0,43.0,beng chemical engineeringa nigerian with passion and enthusiasm
i done loose weight you reply tweetsyet to process a refund is a problemso wh,0,2019-03-09 17:41:14,5.0,17.0,9.0,music international music international entertainment
my account have not yet working despite i have provided all necessary requirements that i was asking,0,2019-03-09 16:36:33,5.0,16.0,16.0,my name is philipa nigerian from kogi statein okene local government but reside in lagosam an it consultant and website designersprofessional photos edito
bros we rise by lifting each other make we hustle increase am till the thing,0,2019-03-09 16:13:21,5.0,16.0,1199.0,im just a bunch of if statements
i requested for an atm card at the dugbe branch last,0,2019-03-09 14:19:15,5.0,14.0,68.0,
you have to visit the bank and fill a form i know i know its a freakingly annoying process,0,2019-03-09 13:56:37,5.0,13.0,17777.0,stories poetry stuff and things
road safety alert   as you plan your travelit,0,2019-03-09 13:43:38,5.0,13.0,449.0,communication consultant business coach entrepreneur auto safety initiative in nigeria founder vista protarget comm cofounder gadol and shelterpay ltd
hi  i made two pos transactions which were declined my account was however debited both times and m,1,2019-03-09 13:34:35,5.0,13.0,810.0,human architect lover of the written word music lover amateur photographer ambivert flawed
good eveningmy name is olanrewaju titiloye i am first bank account holderi want to know first bank oregun sort codethanks,0,2019-03-04 16:55:02,0.0,16.0,97.0,on request
please help me return my money,1,2019-03-04 16:49:20,0.0,16.0,18.0,news local news world news world news government government  politics
he said 5h 500 naira not 100 naira atimes i feel the person handling this app just gives aut,1,2019-03-04 16:47:28,0.0,16.0,513.0,jeremiah 32 27
the said transaction ve bn revered   thanks for getting in touch   youfirst,0,2019-03-04 16:47:02,0.0,16.0,259.0,general printingbrandingoutdoor media get it all graphix
pls can the bank return my money for uncredited call airtime since saturday,1,2019-03-04 16:40:05,0.0,16.0,105.0,my word is my worldintrovertfootball loverarchiver
hello good evening please i made a payment this afternoon via remita and was debited twice my details,1,2019-03-04 16:35:34,0.0,16.0,1356.0,geoscientist  researcher  storyteller
why do u guys refuse to respond to my complaints,1,2019-03-04 16:33:25,0.0,16.0,128.0,articulated youth
i still have the outstanding  1500 cos i had to transfer from my internet banking app after failed pos at,1,2019-03-04 16:29:54,0.0,16.0,259.0,i may nt b ur favoryt colorbt u myt nid me 2 complet ur drawinucant predict dat black dude teamaries
they will resolve the issue  i know that they just resolved my issue keep reminding t,0,2019-03-04 16:26:08,0.0,16.0,507.0,
thank you i met with the manager and i believe the problem will be resolved thanks,0,2019-03-04 16:24:26,0.0,16.0,507.0,
please i tried to recharge my line with the banking code this morning and i was debited without my line b,1,2019-03-04 16:20:10,0.0,16.0,324.0,calm straight overcomer never gonna shrink for you to be around me
did you give this response just for the sake of formality  did you reply just for the sake of c,0,2019-03-04 16:18:40,0.0,16.0,1089.0,creative freelancer
this is what  has turned me too hian   on top how much  bikoenough is enough im done here,0,2019-03-04 16:18:23,0.0,16.0,2257.0,entrepreneurrelationshipmentor08028490305motolaniolanipekun01com
my brother ive weaked the thing no even gree me vex,0,2019-03-04 16:18:21,0.0,16.0,1360.0,one of those ppl that try 2 know sumtin abt everytyin make friends faster than i loose em  ifb  woodwork  husband  proudly nigerian
i had done days several days ago still no response to acknowledge that you got the message at least,1,2019-03-04 16:17:47,0.0,16.0,1360.0,one of those ppl that try 2 know sumtin abt everytyin make friends faster than i loose em  ifb  woodwork  husband  proudly nigerian
kindly take a peep into your dm,0,2019-03-04 16:11:23,0.0,16.0,595.0,im thinking one day i will outlive myself husband je suis fan chelsea
kindly be advised to that this transaction took place and received a debit alert i have that as with me,1,2019-03-04 16:10:38,0.0,16.0,50.0,born a muslim growing up as a muslim and by allah grace would live the world as a muslim
okay hun thanks,0,2019-03-04 16:09:24,0.0,16.0,2472.0,youre all i need in this world of sin
abeg  whats up sent a message since saturday and a follow up this morning yet no r,0,2019-03-04 16:05:14,0.0,16.0,180.0,i love the lord simply simple faithful and realistic i live in the assurance of victory without a fight
i did only one of  200 recharge card on friday first of march on the 26 of february i transferred  2000 naira 2019,1,2019-03-04 16:03:27,0.0,16.0,50.0,born a muslim growing up as a muslim and by allah grace would live the world as a muslim
im having transactions in my account that have been processed and confirmed but not update,1,2019-03-04 16:03:08,0.0,16.0,387.0,a husband a father
ok thanks,0,2019-03-04 16:01:55,0.0,16.0,104.0,am prince yemi adesanya from ijebu ode in gbelegbuwa familyhappily married with childrenceo oyin b sky enterprises
deducting silly fees from ones account,1,2019-03-04 16:00:55,0.0,16.0,6348.0,yg g jcgsopigonce a twitter novice
check dm i paste you info,0,2019-03-04 15:58:40,0.0,15.0,434.0,stonersavagethugger
my account was debited and the recipient did not get the money,1,2019-03-04 15:51:02,0.0,15.0,343.0,diehard arsenal fan son brother professional public administrator and staff of independent commission rt not endorsement
evidence i was debited twicekindly refund my money now,1,2019-03-04 15:50:24,0.0,15.0,17.0,
first bank reverse my 2k first ive provided you with all information you asked,1,2019-03-04 15:50:12,0.0,15.0,735.0,perihelion stage of my life
06  kindly refund my money,1,2019-03-04 15:46:54,0.0,15.0,17.0,
05  i was told a reversal would be made within 24 hours elapsedalas 24 hrs elapsed and no reversalits been 21 day now,1,2019-03-04 15:46:14,0.0,15.0,17.0,
04  kindly refund the wrongly debited failed transactioni called firstcontact the very day this happened and i was told,1,2019-03-04 15:45:07,0.0,15.0,17.0,
i cant transfer to other banks from my first bank mobile  the other bank option keeps bringing first bank,1,2019-03-04 15:44:47,0.0,15.0,252.0,a frustrated arsenal fan
3126331076first bank ota 2ota,0,2019-03-04 15:44:00,0.0,15.0,480.0,anonymousproudly nigerianpolitically neutral sentimentality is weakness
stop apologizing its nauseating to hear and youre yet to attend to my complaint lodged for over days now,1,2019-03-04 15:43:55,0.0,15.0,735.0,perihelion stage of my life
03 but then i was debited 2ce for the failed transaction and the 2nd transaction whereas i shdve been debited for d 2nd only,1,2019-03-04 15:43:53,0.0,15.0,17.0,
this is 2wks after you promised to refund my  3200 failed pos transaction stop e fraud fir,1,2019-03-04 15:42:21,0.0,15.0,744.0,political analyst civil right advocate and public health expert
02  i had to reswipe my atm card because it was compulsory for me to make a paymentthe second swipetransaction was successful,1,2019-03-04 15:42:21,0.0,15.0,17.0,
the first transaction was unsuccessful the cashier printed the pos report unsuccessful with an r for reversal i had to,1,2019-03-04 15:41:18,0.0,15.0,17.0,
pls can i response to an fbn life via this channel,0,2019-03-04 15:39:45,0.0,15.0,355.0,
hello pls i did a fund transfer from my paylater app to a first bank acct 3133544083 olajumoke adeola ad,1,2019-03-04 15:39:42,0.0,15.0,260.0,talented in acting n comedyalso with great knowledge about sport+2348131060352
first bank again i transferred 1100 twice making it 2200 i was debited and the money wasnt delivered to the recipient,1,2019-03-04 15:30:30,0.0,15.0,0.0,
i really need to appreciate who so eva is handling  twitter handle u guys are just too much on point response,0,2019-03-04 15:29:19,0.0,15.0,460.0,full stack web developer  trainer msc studententrepreneurarsenal fan
pls note  2350 was deducted twice from my acct so total money deducted that needs to be reversed is  4700,1,2019-03-04 15:29:14,0.0,15.0,15.0,
as if i knew i will never get a response despite using someones page to get you,0,2019-03-04 15:28:36,0.0,15.0,355.0,
twitter or telephone  are super efficient and quick with their customer care  you should,0,2019-03-04 15:27:11,0.0,15.0,958.0,preparing to live my best life
you mean it take you this long to respond a complaint  dont worry gotv has done the needful,0,2019-03-04 15:21:30,0.0,15.0,16.0,one tall black edo dude professional accountant
thanks  i got those alert today thnks  youfirst,0,2019-03-04 15:16:16,0.0,15.0,2439.0,rare  i follow back immediately former account  got suspended  after so many followers i sell designer  wristwatches and  sunglasses glasses
which one is otp charge since november that im just seeing in my statement now,1,2019-03-04 15:14:32,0.0,15.0,1094.0,it expert ccacsr digital marketing i observe political space critically opinionated ggmu ifb
do you people even see your tweets,0,2019-03-04 15:11:05,0.0,15.0,4039.0,biochemist in viewassistant of the website belowadmin of  and scig onyiyaay
i just collected my atm from your adeola odeku branch but the card has not been activated i was told it,1,2019-03-04 15:09:46,0.0,15.0,59.0,ask my friends
address my complaint i tweeted you a while ago,1,2019-03-04 15:08:40,0.0,15.0,208.0,vector music poetry arsenal
i need to walk to bank hall then first thing tomorrow,0,2019-03-04 15:08:34,0.0,15.0,6.0,genuine nursing father
i have sent several emails to  fbnlifeassuranceenquiry1com fbnlifeassuranc,1,2019-03-04 15:07:25,0.0,15.0,355.0,
i am still waiting for my money to be refund,1,2019-03-04 14:59:48,0.0,14.0,46.0,i was born a survivor so if you think anything can make me go down then youd better let it be something equivalent to me
u guys aint following,0,2019-03-04 14:59:33,0.0,14.0,364.0,a muslim political scientist soccer lover peace advocate man of people  fan  fan a citizen of the federal republic of nigeria
you guys are nothing but financial killersyou dont even pity us in this economy,1,2019-03-04 14:58:00,0.0,14.0,46.0,i was born a survivor so if you think anything can make me go down then youd better let it be something equivalent to me
this is all  has been doing all day no solution,0,2019-03-04 14:57:41,0.0,14.0,713.0,warning  very likeable person follow at your own risk  thinklikeakingactlikeagod
are you serious  sowho does the quick code benefit  haba,0,2019-03-04 14:54:03,0.0,14.0,2257.0,entrepreneurrelationshipmentor08028490305motolaniolanipekun01com
pls i made 3 complainsits 3500then 500and then 100 the 100 was this morningnone has been reversed up till now,1,2019-03-04 14:52:35,0.0,14.0,535.0,ig  brand
they are always fast to debit people but would take eternity to reverse the transactionsome,1,2019-03-04 14:46:41,0.0,14.0,703.0,a goal getter with growth mindsetam into system sales and servicingdm now 4 ur  nd it will be delivered2 u irrespective of urlocation
return back my n600 please,1,2019-03-04 14:46:04,0.0,14.0,2396.0,100  for god ifb fast 100  chelsea  i rt hustle bae at avi
whats happeningi sent a message but no replypls help,1,2019-03-04 14:45:57,0.0,14.0,3.0,
i went to make deposit at ur bank branch in aka road and the teller had the guts to be telling me that w,1,2019-03-04 14:44:56,0.0,14.0,703.0,a goal getter with growth mindsetam into system sales and servicingdm now 4 ur  nd it will be delivered2 u irrespective of urlocation
i am having issues with my accountwhy cant i transfer via ussd   its saying cant use card pin to,1,2019-03-04 14:44:23,0.0,14.0,467.0,being me im highly lovable you cant afford not to like me handsome creative picture freak strong mf and tall af  6ft 6inches engineer
no wonder   deducts money anyhow i just stopped complaining because i am tired already how,1,2019-03-04 14:44:12,0.0,14.0,64.0,lover of god glmp hse certified tutor philanthropist in the making researcher
kindly help urgently investigateresolve the sudden disappearance of my previous last known balance as at,1,2019-03-04 14:43:58,0.0,14.0,75.0,
i am waiting,0,2019-03-04 14:39:17,0.0,14.0,593.0,serial entrepreneur cool calm and collected
i bought airtime of close to 3k and they didnt credit my line and they debited me i have up to 10k with them now,1,2019-03-04 14:39:01,0.0,14.0,62.0,easy going
am telling you complain everywhere yet no response,1,2019-03-04 14:37:38,0.0,14.0,703.0,a goal getter with growth mindsetam into system sales and servicingdm now 4 ur  nd it will be delivered2 u irrespective of urlocation
i dont know why they are doing all this someone needs to sue them i guess,1,2019-03-04 14:35:51,0.0,14.0,62.0,easy going
you can imagine the hardship people go through for t,1,2019-03-04 14:32:41,0.0,14.0,713.0,warning  very likeable person follow at your own risk  thinklikeakingactlikeagod
thats what you say always since i provided my acct details for similar issue via dm is close t,0,2019-03-04 14:30:50,0.0,14.0,703.0,a goal getter with growth mindsetam into system sales and servicingdm now 4 ur  nd it will be delivered2 u irrespective of urlocation
well done sirsam at your branch in lekki phase1 now and im being told the money has not been reversed,0,2019-03-04 14:29:48,0.0,14.0,41.0,
hello  i purchased airtime using the ussd code on saturday i wasnt credited but my account was debited and is yet to be reversed,1,2019-03-04 14:29:45,0.0,14.0,5202.0,web developer  securing the bag  tech enthusiasts   fupre  father to all parent to none
thanks for the response the debits of  5040 actually happen since january 22nd 2019and i logged a compla,0,2019-03-04 14:27:51,0.0,14.0,131.0,my support is for my country
its a full liquidation request check your dm for account details,0,2019-03-04 14:25:41,0.0,14.0,2133.0,what are you expecting to read when you already know 95  are fake on here
i made a transfer to a diamond bank account and i have debited though i didnt get a debit alert and the,1,2019-03-04 14:22:26,0.0,14.0,226.0,am jst me good badnicewickedfriendly unfriendlycharmingsnob etc it all depends on hw u treat me
i sent a dm pls,0,2019-03-04 14:21:39,0.0,14.0,4884.0,swim or sink  smooth operator  lord kolawole of house falodun  egalitarian    chilledlounge host weekdays 9pm  1am
hello i transferred money since last week but the recipient hasnt received it neither has it been reversed,1,2019-03-04 14:16:15,0.0,14.0,423.0,im akan essien a business entrepreneur  i own 3 planets with 8 mega yachts am a multi billionaire by nature
the worst customer service that never works goes to,1,2019-03-04 14:13:48,0.0,14.0,572.0,intelligentbeautiful humuorous and fun filledgod fearingcalculativehardworkingdeep thinking proud lady
firstbank has now become the last bank never you can just resolve an issues of debit reverse,1,2019-03-04 14:13:46,0.0,14.0,557.0,our lives begin to end the day we become silent about things that matter   man utd media enthusisat communicator talking politics  gym
this is the third time i will dm you first bank but you arent responding or replying my dms i cant ma,1,2019-03-04 14:07:13,0.0,14.0,146.0,
to top it all all  has been doing all day is to put out a generic reply to every complaint,1,2019-03-04 14:06:52,0.0,14.0,713.0,warning  very likeable person follow at your own risk  thinklikeakingactlikeagod
first bank is now legendary bin stealing from their customers and will thereafter ignore your,1,2019-03-04 14:06:24,0.0,14.0,557.0,christian husband father writer blogger comedian leader of thoughts lover of fun  world personality
they take forever they will come back and apologise and s wont resolve the issue they are th,1,2019-03-04 14:05:25,0.0,14.0,557.0,christian husband father writer blogger comedian leader of thoughts lover of fun  world personality
they wont attend they are thieves,1,2019-03-04 14:04:30,0.0,14.0,557.0,christian husband father writer blogger comedian leader of thoughts lover of fun  world personality
dem no go answer dem be thieves  firstbankisascam,1,2019-03-04 14:04:09,0.0,14.0,557.0,christian husband father writer blogger comedian leader of thoughts lover of fun  world personality
i wonder why   is always doing this now their habit to ignore custome,1,2019-03-04 14:02:30,0.0,14.0,557.0,christian husband father writer blogger comedian leader of thoughts lover of fun  world personality
60days for someone to get explanation as to what happened to his money or get refunded  this is not fair,1,2019-03-04 13:59:39,0.0,13.0,557.0,christian husband father writer blogger comedian leader of thoughts lover of fun  world personality
how can i transfer money to someone since last friday and the person has not been credited despite debiti,1,2019-03-04 13:57:01,0.0,13.0,557.0,christian husband father writer blogger comedian leader of thoughts lover of fun  world personality
it is appalling and flat out disrespectful  that   have mislead the public and roping them to,1,2019-03-04 13:56:31,0.0,13.0,713.0,warning  very likeable person follow at your own risk  thinklikeakingactlikeagod
you guys are a disgrace to customer service never responding to complaints and defrauding people all over,1,2019-03-04 13:55:10,0.0,13.0,557.0,christian husband father writer blogger comedian leader of thoughts lover of fun  world personality
as at 1pm today 4032019 my account balance was at n15181 i recharge my cell phone with n300 using th,0,2019-03-04 13:53:49,0.0,13.0,1789.0,computer and electrical works engineer web developerstill in pursuit of happiness
i sent a dm to this acct since yesterday and no response till now im having issues receiving money or m,1,2019-03-04 13:50:41,0.0,13.0,75.0,a september born
una neva still answer me,0,2019-03-04 13:41:01,0.0,13.0,356.0,php developer
waiting  its a week now,1,2019-03-04 13:40:39,0.0,13.0,1698.0,actor tv talk showred carpet host oap writer sister daughter and friend
first bank attend to my complain,1,2019-03-04 13:40:33,0.0,13.0,6.0,genuine nursing father
make una forget that thing with auto reply template which is annoying solve people problem answer people dm,1,2019-03-04 13:40:19,0.0,13.0,356.0,php developer
for how long should i expect this feedback,1,2019-03-04 13:38:33,0.0,13.0,9.0,
you guys should answer me na 10k na small money,1,2019-03-04 13:38:22,0.0,13.0,2053.0,im just a good girl living in a bad mans world                                                           teamarsenal  geminiig
i was debited twice and the transaction was declined both times,1,2019-03-04 13:37:46,0.0,13.0,861.0,king  teambarca  islam
also on 24 of february 2019 at a filling station oshodii make used of my,1,2019-03-04 13:36:53,0.0,13.0,17.0,
whats happening na tried recharging my line got debited but no credit yet,1,2019-03-04 13:36:17,0.0,13.0,1083.0,your car plug  real estate soccer lover  alpha female  live and let live
hellowhy is your bank not respond to my complaini used my atm card at shoprite festival ma,1,2019-03-04 13:31:11,0.0,13.0,17.0,
kindly look into thisdidnt get top up,0,2019-03-04 13:28:54,0.0,13.0,4810.0,my main account was suspended kindly retweet my pinned tweet  my tweets dont define me its not that deep
ogun kill all of you    please close your account with them and get m,0,2019-03-04 13:28:04,0.0,13.0,56.0,seaman  entrepreneur cfc look in my eyes
i think   will fold up anytime soon  please if you have money with them start moving it the,0,2019-03-04 13:24:56,0.0,13.0,56.0,seaman  entrepreneur cfc look in my eyes
i send u a dm since no reply  i sent money to someone since friday the account is not cre,1,2019-03-04 13:24:54,0.0,13.0,227.0,it pro hotelier  football pundit messi fan super eagles biggest fan
kindly fix the issue with my account i was wrong debited for a failed transaction i ve resent a dmmy account details,1,2019-03-04 13:23:05,0.0,13.0,17.0,
please help me beg them  and if they refused my money before end of these week they will start dying,1,2019-03-04 13:22:07,0.0,13.0,56.0,seaman  entrepreneur cfc look in my eyes
hi id like to lodge two complaints and hope both are addressed as soon as possible firstly i tran,1,2019-03-04 13:20:37,0.0,13.0,208.0,vector music poetry arsenal
i complained about  2000 to an access bank i got response from access to send the affected phon,1,2019-03-04 13:20:35,0.0,13.0,50.0,born a muslim growing up as a muslim and by allah grace would live the world as a muslim
since february 14th i have been calling   everyday with more than 200 airtime every,1,2019-03-04 13:20:30,0.0,13.0,56.0,seaman  entrepreneur cfc look in my eyes
is there a firstmonie app for android 81   the one on google play store is not compatible for andriod 81,1,2019-03-04 13:18:37,0.0,13.0,1721.0,student architect  realist  afc faithful  edo blood   teamtaurus  music  nigeria nothing strike me like buildings
as usual  and  are ignoring me,0,2019-03-04 13:17:32,0.0,13.0,713.0,warning  very likeable person follow at your own risk  thinklikeakingactlikeagod
please i need your response asapthank you,0,2019-03-04 13:14:48,0.0,13.0,355.0,
good daywhat are the requirements for opening a corporate account for a registered company with business name  thanks,0,2019-03-04 13:13:44,0.0,13.0,1350.0,security power and construction services invertersolar panelcctvfire alarm structural cabling etc 08064539498i make and sell shoes
still havent gotten a reply or refund of n650 in total acc no is 3081319261,1,2019-03-04 13:09:49,0.0,13.0,502.0,shy feb 06 manchester united  not photogenic  godisawesome   entrepreneur follow my business page
ok i will keep my fingers crossed amp wait for the outcome of the resolution,0,2019-03-04 13:09:04,0.0,13.0,29.0,tell the shadow not to be in a hurry because the sun is coming back to its shade
i have sent the dm pls help  thank,0,2019-03-04 13:07:41,0.0,13.0,263.0,since grew up struggling for survivals
you guys should revert my money,1,2019-03-04 13:04:34,0.0,13.0,12.0,financial adviserhr managerdigital marketercontent developer call whatsapp  07066548803 email  oyebolajegedecom
i use atm since saturday and was debited cash not dispensed since then have been tweeting and nil res,1,2019-03-04 13:01:33,0.0,13.0,6.0,genuine nursing father
good day i made a transfer of 2700 naira to another account yesterday afternoon using my first mobile,1,2019-03-04 12:59:25,0.0,12.0,82.0,a proud nigerian christian pharmacist simple and optimistic guyhopeless romantic
dear ma  your staff handling  and  twitter accounts is very slow in responding,1,2019-03-04 12:54:25,0.0,12.0,593.0,serial entrepreneur cool calm and collected
attend to my complain now,0,2019-03-04 12:49:14,0.0,12.0,6.0,genuine nursing father
done,0,2019-03-04 12:48:22,0.0,12.0,7886.0,manchester united fanaticowizkidrapafrobeathiphopbadassoptimistis michael zeus is the name
